"iGEM_ID";"composition";"Locus";"Type";"length"
"BBa_K1583102";"K1583060";"632--670";"brick";684
"BBa_K525306";"NgoMIV";"76--81";"wiggle";3129
"BBa_M1580";"BBa_B0034";"63--74";"brick";903
"BBa_K1583102";"K1583050";"123--147";"brick";684
"BBa_K525306";"AgeI";"3121--3126";"wiggle";3129
"BBa_M1582";"BBa_M1581";"62--769";"brick";906
"BBa_K1583102";"K1583015";"614--631";"brick";684
"BBa_K525306";"Freiburg Scar";"2401--2406";"misc_p";3129
"BBa_M1582";"BBa_B0010";"778--857";"brick";906
"BBa_K1583102";"K1583051";"671--684";"brick";684
"BBa_K525306";"lac operator";"20--44";"operator";3129
"BBa_M1582";"BBa_B0012";"866--906";"brick";906
"BBa_K1583102";"K1583008";"148--159";"brick";684
"BBa_K525306";"SgsE domain";"73--2400";"protein";3129
"BBa_M1582";"BBa_J23101";"1--35";"brick";906
"BBa_K1583102";"pRha";"1--122";"reg";684
"BBa_K525306";"mCerulean";"2406--3129";"protein";3129
"BBa_M1582";"BBa_B0034";"44--55";"brick";906
"BBa_K1583104";"K1583013";"431--823";"brick";850
"BBa_K525306";"ATG";"73--75";"rarrow_p";3129
"BBa_M1597";"BBa_M1598";"81--766";"brick";903
"BBa_K1583104";"K1583002";"170--400";"brick";850
"BBa_K525311";"K525301";"73--2400";"brick";4062
"BBa_M1597";"BBa_B0010";"775--854";"brick";903
"BBa_K1583104";"K914003";"9--130";"brick";850
"BBa_M1597";"BBa_R0040";"1--54";"brick";903
"BBa_K1583104";"K1583012";"401--430";"brick";850
"BBa_K525311";"K525999";"2407--4062";"brick";4062
"BBa_M1597";"BBa_B0012";"863--903";"brick";903
"BBa_K1583104";"K1583056";"131--157";"brick";850
"BBa_K525311";"B0034";"53--64";"brick";4062
"BBa_M1597";"BBa_B0034";"63--74";"brick";903
"BBa_K1583104";"K1583059";"824--844";"brick";850
"BBa_K525311";"TAA";"4060--4062";"stop";4062
"BBa_M1602";"BBa_K136046";"65--1417";"brick";2684
"BBa_K1583104";"K1583061";"158--169";"brick";850
"BBa_K525311";"pT7";"1--20";"reg";4062
"BBa_M1602";"BBa_M1600";"1447--2547";"brick";2684
"BBa_K1583104";"K1583054";"1--6";"brick";850
"BBa_K525311";"RBS";"56--59";"rbs";4062
"BBa_M1602";"BBa_B0010";"2556--2635";"brick";2684
"BBa_K1583104";"K1583057";"845--850";"brick";850
"BBa_K525311";"NgoMIV";"76--81";"wiggle";4062
"BBa_M1602";"BBa_B0012";"2644--2684";"brick";2684
"BBa_K1583104";"pRha";"9--130";"reg";850
"BBa_K525311";"AgeI";"4054--4059";"wiggle";4062
"BBa_M1602";"BBa_J23100";"1--35";"brick";2684
"BBa_K1583105";"K1583014";"176--628";"brick";817
"BBa_M1602";"BBa_B0030";"44--58";"brick";2684
"BBa_K525311";"Freiburg scar";"2401--2406";"misc_p";4062
"BBa_K1583105";"K1583011";"659--796";"brick";817
"BBa_M1602";"BBa_B0030";"1426--1440";"brick";2684
"BBa_K525311";"lac opterator";"20--44";"operator";4062
"BBa_K1583105";"K914003";"9--130";"brick";817
"BBa_M1603";"BBa_K136046";"65--1417";"brick";4019
"BBa_K525311";"SgsE domain";"73--2400";"protein";4062
"BBa_K1583105";"K1583012";"629--658";"brick";817
"BBa_K525311";"Luciferase";"2407--4062";"protein";4062
"BBa_K1583105";"K1583063";"131--157";"brick";817
"BBa_K525311";"ATG";"73--75";"rarrow_p";4062
"BBa_M1603";"BBa_M1600";"1447--2547";"brick";4019
"BBa_K1583105";"K1583059";"797--817";"brick";817
"BBa_K525312";"K525301";"73--2400";"brick";3156
"BBa_M1603";"BBa_J54103";"2956--3882";"brick";4019
"BBa_K1583105";"K1583061";"158--169";"brick";817
"BBa_K525312";"K525499";"2407--3156";"brick";3156
"BBa_M1603";"BBa_E0040";"3026--3745";"brick";4019
"BBa_K1583105";"K1583062";"1--6";"brick";817
"BBa_M1603";"BBa_K121011";"2693--2924";"brick";4019
"BBa_K525312";"B0034";"53--64";"brick";3156
"BBa_K1583105";"K1583062";"170--175";"brick";817
"BBa_M1603";"BBa_K121011";"2693--2924";"brick";4019
"BBa_K525312";"T7 promoter";"1--20";"reg";3156
"BBa_K1583105";"pRha";"9--130";"reg";817
"BBa_M1603";"BBa_B0010";"2556--2635";"brick";4019
"BBa_K525312";"RBS";"56--59";"rbs";3156
"BBa_K1583110";"I13521";"1--923";"brick";1767
"BBa_M1603";"BBa_B0010";"3755--3834";"brick";4019
"BBa_K1583110";"K1583006";"932--1767";"brick";1767
"BBa_K525312";"NgoMIV";"76--81";"wiggle";3156
"BBa_M1603";"BBa_B0010";"3891--3970";"brick";4019
"BBa_K525312";"AgeI";"3148--3152";"wiggle";3156
"BBa_K1583110";"E1010";"81--761";"brick";1767
"BBa_M1603";"BBa_B0012";"2644--2684";"brick";4019
"BBa_K525312";"Freiburg scar";"2401--2406";"misc_p";3156
"BBa_K1583110";"K1583013";"1354--1746";"brick";1767
"BBa_M1603";"BBa_B0012";"3842--3882";"brick";4019
"BBa_K525312";"lac operator";"20--44";"operator";3156
"BBa_K1583110";"K1583002";"1093--1323";"brick";1767
"BBa_M1603";"BBa_B0012";"3979--4019";"brick";4019
"BBa_K525312";"SgsE";"73--2400";"protein";3156
"BBa_K1583110";"K914003";"932--1053";"brick";1767
"BBa_M1603";"BBa_J23100";"1--35";"brick";4019
"BBa_K525312";"Reductase";"2407--3156";"protein";3156
"BBa_K1583110";"B0010";"795--874";"brick";1767
"BBa_M1603";"BBa_J54033";"2956--2975";"brick";4019
"BBa_K525403";"K525401";"73--3201";"brick";3201
"BBa_K1583110";"R0040";"1--54";"brick";1767
"BBa_M1603";"BBa_J54025";"2982--3001";"brick";4019
"BBa_K525403";"B0034";"53--64";"brick";3201
"BBa_M1603";"BBa_B0030";"3004--3019";"brick";4019
"BBa_K1583110";"B0012";"883--923";"brick";1767
"BBa_K525403";"TAA";"3199--3201";"stop";3201
"BBa_M1603";"BBa_B0030";"44--58";"brick";4019
"BBa_K1583110";"K1583012";"1324--1353";"brick";1767
"BBa_K525403";"T7 promoter";"1--20";"reg";3201
"BBa_M1603";"BBa_B0030";"1426--1440";"brick";4019
"BBa_K1583110";"K1583056";"1054--1080";"brick";1767
"BBa_K525403";"RBS";"56--59";"rbs";3201
"BBa_M1603";"BBa_B0030";"2933--2947";"brick";4019
"BBa_K1583110";"K1583059";"1747--1767";"brick";1767
"BBa_K525403";"NgoMIV";"76--81";"wiggle";3201
"BBa_M1604";"BBa_M1600";"65--1165";"brick";1343
"BBa_K1583110";"B0034";"63--74";"brick";1767
"BBa_K525403";"AgeI";"3193--3198";"wiggle";3201
"BBa_M1604";"BBa_B0020";"1262--1343";"brick";1343
"BBa_K1583110";"K1583058";"1081--1092";"brick";1767
"BBa_K525403";"lac operator";"20--44";"operator";3201
"BBa_M1604";"BBa_B0010";"1174--1253";"brick";1343
"BBa_K1583110";"mrfp1";"81--755";"cds";1767
"BBa_K525403";"SbpA domain";"73--3201";"protein";3201
"BBa_M1604";"BBa_J23100";"1--35";"brick";1343
"BBa_K525403";"ATG";"73--75";"rarrow_p";3201
"BBa_M1604";"BBa_B0030";"44--58";"brick";1343
"BBa_K1583110";"Stop";"916--916";"stop";1767
"BBa_K525411";"K525401";"73--3192";"brick";4854
"BBa_M1607";"BBa_M1107";"229--738";"brick";875
"BBa_K1583110";"pRha";"932--1053";"reg";1767
"BBa_K525411";"K525999";"3199--4854";"brick";4854
"BBa_M1607";"BBa_J45992";"1--199";"brick";875
"BBa_K1583110";"-35";"20--25";"reg";1767
"BBa_K525411";"B0034";"53--64";"brick";4854
"BBa_M1607";"BBa_B0015";"747--875";"brick";875
"BBa_K1583110";"-10";"43--48";"reg";1767
"BBa_K525411";"TAA";"4852--4854";"stop";4854
"BBa_M1607";"BBa_B0010";"747--826";"brick";875
"BBa_K1583110";"TetR 1";"1--19";"wiggle";1767
"BBa_K525411";"T7 promoter";"1--20";"reg";4854
"BBa_M1607";"BBa_B0012";"835--875";"brick";875
"BBa_K1583110";"TetR 2";"26--44";"wiggle";1767
"BBa_K525411";"RBS";"56--59";"rbs";4854
"BBa_M1607";"BBa_B0030";"208--222";"brick";875
"BBa_M1612";"BBa_I15040";"453--1094";"brick";1231
"BBa_K1583110";"T7 TE";"890--909";"h_pin";1767
"BBa_K525411";"NgoMIV";"76--81";"wiggle";4854
"BBa_M1612";"BBa_M1610";"1--444";"brick";1231
"BBa_K525411";"AgeI";"4846--4851";"wiggle";4854
"BBa_M1612";"BBa_B0015";"1103--1231";"brick";1231
"BBa_K1583110";"PolyA";"910--923";"polya";1767
"BBa_K525411";"Freiburg scar";"3193--3198";"misc_p";4854
"BBa_M1612";"BBa_B0010";"1103--1182";"brick";1231
"BBa_K1583111";"I13521";"1--923";"brick";1738
"BBa_K525411";"lac operator";"20--44";"operator";4854
"BBa_M1612";"BBa_B0012";"1191--1231";"brick";1231
"BBa_K1583111";"K1583105";"924--1738";"brick";1738
"BBa_K525411";"SbpA domain";"73--3192";"protein";4854
"BBa_M1613";"BBa_E0040";"474--1193";"brick";1330
"BBa_K1583111";"E1010";"81--761";"brick";1738
"BBa_K525411";"Luciferase";"3199--4854";"protein";4854
"BBa_M1613";"BBa_M1610";"1--444";"brick";1330
"BBa_K1583111";"K1583014";"1097--1549";"brick";1738
"BBa_K525411";"ATG";"73--75";"rarrow_p";4854
"BBa_M1613";"BBa_B0015";"1202--1330";"brick";1330
"BBa_K1583111";"K1583011";"1580--1717";"brick";1738
"BBa_K525412";"K525401";"73--3193";"brick";3948
"BBa_M1613";"BBa_B0010";"1202--1281";"brick";1330
"BBa_K1583111";"K914003";"930--1051";"brick";1738
"BBa_M1613";"BBa_B0012";"1290--1330";"brick";1330
"BBa_K1583111";"B0010";"795--874";"brick";1738
"BBa_K525412";"K525499";"3199--3948";"brick";3948
"BBa_M1613";"BBa_B0030";"453--467";"brick";1330
"BBa_K1583111";"R0040";"1--54";"brick";1738
"BBa_K525412";"B0034";"53--64";"brick";3948
"BBa_M1614";"BBa_M1611";"440--2140";"brick";2277
"BBa_K525412";"TAA";"3946--3948";"stop";3948
"BBa_K1583111";"B0012";"883--923";"brick";1738
"BBa_M1614";"BBa_I723018";"1--410";"brick";2277
"BBa_K525412";"T7 promoter";"1--20";"reg";3948
"BBa_K1583111";"K1583012";"1550--1579";"brick";1738
"BBa_M1614";"BBa_B0015";"2149--2277";"brick";2277
"BBa_K525412";"RBS";"56--59";"rbs";3948
"BBa_K1583111";"K1583063";"1052--1078";"brick";1738
"BBa_M1614";"BBa_B0010";"2149--2228";"brick";2277
"BBa_K525412";"NgoMIV";"76--81";"wiggle";3948
"BBa_K1583111";"K1583059";"1718--1738";"brick";1738
"BBa_M1614";"BBa_B0012";"2237--2277";"brick";2277
"BBa_K1583111";"B0034";"63--74";"brick";1738
"BBa_K525412";"AgeI";"3940--3944";"wiggle";3948
"BBa_K1583111";"K1583061";"1079--1090";"brick";1738
"BBa_K525412";"Freiburg Scar";"3193--3198";"misc_p";3948
"BBa_M1614";"BBa_B0030";"419--433";"brick";2277
"BBa_K1583111";"K1583062";"924--929";"brick";1738
"BBa_K525412";"lac operator";"20--44";"operator";3948
"BBa_K1583111";"K1583062";"1091--1096";"brick";1738
"BBa_K525412";"SbpA domain";"73--3193";"protein";3948
"BBa_M1637";"BBa_M1635";"1186--3201";"brick";3338
"BBa_K1583111";"mrfp1";"81--755";"cds";1738
"BBa_K525412";"Reductase";"3199--3948";"protein";3948
"BBa_M1637";"BBa_M1631";"62--1141";"brick";3338
"BBa_K525412";"ATG";"73--75";"rarrow_p";3948
"BBa_M1637";"BBa_B0010";"3210--3289";"brick";3338
"BBa_K1583111";"Stop";"916--916";"stop";1738
"BBa_K525515";"K123001";"328--1602";"brick";1602
"BBa_M1637";"BBa_B0012";"3298--3338";"brick";3338
"BBa_K1583111";"pRha";"930--1051";"reg";1738
"BBa_K525515";"K123000";"1--321";"brick";1602
"BBa_M1637";"BBa_J23119";"1--35";"brick";3338
"BBa_K1583111";"-35";"20--25";"reg";1738
"BBa_K525515";"TAA";"1599--1602";"stop";1602
"BBa_M1637";"BBa_K233004";"1150--1179";"brick";3338
"BBa_K1583111";"-10";"43--48";"reg";1738
"BBa_M1637";"BBa_B0034";"44--55";"brick";3338
"BBa_K525515";"NgoMIV";"4--9";"wiggle";1602
"BBa_K1583111";"TetR 1";"1--19";"wiggle";1738
"BBa_M1640";"BBa_M1632";"62--2215";"brick";3067
"BBa_K525515";"AgeI";"1594--1599";"wiggle";1602
"BBa_M1640";"BBa_E0040";"2260--2979";"brick";3067
"BBa_K525515";"Freiburg scar";"322--327";"misc_p";1602
"BBa_K1583111";"TetR 2";"26--44";"wiggle";1738
"BBa_M1640";"BBa_B0010";"2988--3067";"brick";3067
"BBa_K525515";"ATG";"1--3";"rarrow_p";1602
"BBa_M1640";"BBa_J23119";"1--35";"brick";3067
"BBa_K525517";"K525515";"62--1663";"brick";1663
"BBa_K1583111";"T7 TE";"890--909";"h_pin";1738
"BBa_M1640";"BBa_K233004";"2224--2253";"brick";3067
"BBa_K525517";"BisdB";"378--1662";"brick";1663
"BBa_M1640";"BBa_B0034";"44--55";"brick";3067
"BBa_K525517";"BisdA";"62--391";"brick";1663
"BBa_K1583111";"PolyA";"910--923";"polya";1738
"BBa_M1659";"BBa_M1655";"117--1415";"brick";1464
"BBa_K525517";"J23110";"1--35";"brick";1663
"BBa_K1583112";"I13504";"647--1521";"brick";1521
"BBa_M1659";"BBa_I712074";"1--46";"brick";1464
"BBa_K525517";"B0034";"44--55";"brick";1663
"BBa_K1583112";"E0040";"665--1384";"brick";1521
"BBa_M1659";"BBa_B0012";"1424--1464";"brick";1464
"BBa_K1583112";"K1583100";"1--638";"brick";1521
"BBa_K525562";"K123001";"1135--2410";"brick";2410
"BBa_M1659";"BBa_K844000";"75--110";"brick";1464
"BBa_K1583112";"K1583000";"169--624";"brick";1521
"BBa_K525562";"K525499";"62--811";"brick";2410
"BBa_M1659";"BBa_J61100";"55--66";"brick";1464
"BBa_K1583112";"K914003";"9--130";"brick";1521
"BBa_K525562";"K123000";"818--1128";"brick";2410
"BBa_M1661";"BBa_M1654";"644--988";"brick";1037
"BBa_K1583112";"B0010";"1393--1472";"brick";1521
"BBa_K525562";"B0034";"44--55";"brick";2410
"BBa_M1661";"BBa_M1652";"117--416";"brick";1037
"BBa_K1583112";"B0012";"1481--1521";"brick";1521
"BBa_K525562";"TAA";"2408--2410";"stop";2410
"BBa_M1661";"BBa_I712074";"1--46";"brick";1037
"BBa_K1583112";"K1583050";"131--155";"brick";1521
"BBa_K525562";"promoter";"1--35";"reg";2410
"BBa_M1661";"BBa_B0011";"474--519";"brick";1037
"BBa_K1583112";"K1583051";"625--638";"brick";1521
"BBa_K525562";"RBS";"47--50";"rbs";2410
"BBa_M1661";"BBa_I712074";"528--573";"brick";1037
"BBa_K1583112";"K1583008";"156--167";"brick";1521
"BBa_K525562";"NgoMIV";"65--70";"wiggle";2410
"BBa_M1661";"BBa_B0012";"425--465";"brick";1037
"BBa_K1583112";"B0034";"647--658";"brick";1521
"BBa_K525562";"AgeI";"2402--2407";"wiggle";2410
"BBa_M1661";"BBa_B0012";"997--1037";"brick";1037
"BBa_K1583112";"G0002";"1--8";"brick";1521
"BBa_K525562";"Freiburg Scar";"812--817";"misc_p";2410
"BBa_M1661";"BBa_K844000";"75--110";"brick";1037
"BBa_K1583112";"CsgA";"169--624";"cds";1521
"BBa_K525562";"Freiburg Scar";"1129--1134";"misc_p";2410
"BBa_M1661";"BBa_K844000";"602--637";"brick";1037
"BBa_K1583112";"Stop";"1514--1514";"stop";1521
"BBa_K525562";"Reductase";"162--811";"protein";2410
"BBa_M1661";"BBa_J61101";"55--66";"brick";1037
"BBa_K1583112";"pRha";"9--130";"reg";1521
"BBa_K525562";"BisdA";"818--1128";"protein";2410
"BBa_M1661";"BBa_J61101";"582--593";"brick";1037
"BBa_K525562";"BisdB";"1135--2410";"protein";2410
"BBa_M1676";"BBa_M1677";"1--941";"brick";1853
"BBa_K1583112";"T7 TE";"1488--1507";"h_pin";1521
"BBa_K525562";"ATG";"62--64";"rarrow_p";2410
"BBa_M1676";"BBa_M1690";"950--1853";"brick";1853
"BBa_K525582";"K525515";"847--2448";"brick";2448
"BBa_M1676";"BBa_E0040";"997--1716";"brick";1853
"BBa_K525582";"K525499";"62--820";"brick";2448
"BBa_M1676";"BBa_E1010";"99--804";"brick";1853
"BBa_K1583112";"PolyA";"1508--1521";"polya";1521
"BBa_K525582";"J23110";"1--35";"brick";2448
"BBa_M1676";"BBa_B0015";"813--941";"brick";1853
"BBa_K1583113";"K1583017";"162--860";"brick";1270
"BBa_K525582";"B0034";"44--55";"brick";2448
"BBa_M1676";"BBa_B0015";"1725--1853";"brick";1853
"BBa_K1583113";"K1583018";"861--1268";"brick";1270
"BBa_K525582";"B0034";"829--840";"brick";2448
"BBa_M1676";"BBa_B0010";"813--892";"brick";1853
"BBa_K1583113";"K206000";"7--136";"brick";1270
"BBa_K525582";"TAA";"818--820";"stop";2448
"BBa_M1676";"BBa_B0010";"1725--1804";"brick";1853
"BBa_K1583113";"K1583061";"147--158";"brick";1270
"BBa_K525582";"TAA";"2446--2448";"stop";2448
"BBa_M1676";"BBa_M1674";"1--72";"brick";1853
"BBa_K1583113";"G0002";"137--144";"brick";1270
"BBa_K525582";"promoter";"1--35";"reg";2448
"BBa_M1676";"BBa_B0012";"901--941";"brick";1853
"BBa_K1583113";"K1583054";"1--6";"brick";1270
"BBa_K525582";"RBS";"48--51";"rbs";2448
"BBa_M1676";"BBa_B0012";"1813--1853";"brick";1853
"BBa_K1583113";"Stop-codon";"1266--1268";"stop";1270
"BBa_K525582";"RBS";"834--837";"rbs";2448
"BBa_M1676";"BBa_M1673";"950--970";"brick";1853
"BBa_K525582";"NgoMIV";"65--70";"wiggle";2448
"BBa_M1676";"BBa_B0034";"81--92";"brick";1853
"BBa_K1583113";"His-tag";"1248--1265";"wiggle";1270
"BBa_K525582";"AgeI";"812--817";"wiggle";2448
"BBa_M1676";"BBa_B0034";"979--990";"brick";1853
"BBa_K1583113";"AraI1";"46--63";"operator";1270
"BBa_K525582";"NgoMIV";"852--857";"wiggle";2448
"BBa_M1677";"BBa_E1010";"99--804";"brick";941
"BBa_K1583113";"AraI2";"67--84";"operator";1270
"BBa_M1677";"BBa_B0015";"813--941";"brick";941
"BBa_K1583113";"SpyCatcher";"861--1247";"protein";1270
"BBa_K525582";"AgeI";"2440--2445";"wiggle";2448
"BBa_M1677";"BBa_B0010";"813--892";"brick";941
"BBa_K1761000";"OmpX";"1--513";"protein";513
"BBa_K525582";"Freiburg scar";"1168--1173";"misc_p";2448
"BBa_M1677";"BBa_M1674";"1--72";"brick";941
"BBa_K1761001";"K1761003";"727--1437";"brick";1439
"BBa_M1677";"BBa_B0012";"901--941";"brick";941
"BBa_K1761001";"K1761000";"1--513";"brick";1439
"BBa_M1677";"BBa_B0034";"81--92";"brick";941
"BBa_K1761001";"BamHI-linker";"514--726";"dna";1439
"BBa_K525582";"Ferredoxin";"847--1167";"protein";2448
"BBa_M1681";"BBa_E0040";"48--767";"brick";904
"BBa_K1761001";"OmpX";"1--513";"protein";1439
"BBa_K525582";"Cytochrome P450";"1174--2448";"protein";2448
"BBa_M1681";"BBa_B0015";"776--904";"brick";904
"BBa_K1761001";"mNeonGreen";"727--1437";"protein";1439
"BBa_M1681";"BBa_B0010";"776--855";"brick";904
"BBa_M1681";"BBa_B0012";"864--904";"brick";904
"BBa_K525582";"ATG";"62--64";"rarrow_p";2448
"BBa_K1761002";"K1761000";"1--513";"brick";1241
"BBa_M1681";"BBa_M1679";"1--21";"brick";904
"BBa_K1761002";"BsoBI linker";"514--726";"dna";1241
"BBa_K525582";"ATG";"847--849";"rarrow_p";2448
"BBa_M1681";"BBa_B0034";"30--41";"brick";904
"BBa_K1761002";"NanoLuc";"727--1239";"protein";1241
"BBa_K525710";"B0034";"21--33";"brick";2064
"BBa_K1761003";"mNeonGreen";"1--711";"protein";711
"BBa_K525710";"LigA";"34--2045";"cds";2064
"BBa_M1690";"BBa_E0040";"48--767";"brick";904
"BBa_K1823004";"sE protein DENV1";"71--1256";"cds";1478
"BBa_K525710";"T7 promoter";"1--20";"reg";2064
"BBa_M1690";"BBa_B0015";"776--904";"brick";904
"BBa_K1823004";"signal peptide";"7--70";"protein";1478
"BBa_K525710";"RBS";"24--27";"rbs";2064
"BBa_M1690";"BBa_B0010";"776--855";"brick";904
"BBa_K525710";"ATG";"34--36";"rarrow_p";2064
"BBa_M1690";"BBa_B0012";"864--904";"brick";904
"BBa_K1823005";"sE protein DENV2";"71--1256";"cds";1470
"BBa_K525710";"His-tag";"2047--2064";"tag";2064
"BBa_M1690";"BBa_M1673";"1--21";"brick";904
"BBa_K1823005";"signal peptide";"7--70";"protein";1470
"BBa_K525730";"B0034";"21--33";"brick";2055
"BBa_M1690";"BBa_B0034";"30--41";"brick";904
"BBa_K525730";"LigA";"34--2055";"cds";2055
"BBa_K1745002";"RBS";"37--61";"rbs";713
"BBa_M1701";"BBa_M1697";"1--79";"brick";101
"BBa_K525730";"TAA";"2053--2055";"stop";2055
"BBa_K1745002";"AANAT(human)";"61--684";"protein";713
"BBa_M1701";"BBa_M1694";"88--101";"brick";101
"BBa_K525730";"T7 promoter";"1--20";"reg";2055
"BBa_K1745002";"His Tag";"684--713";"tag";713
"BBa_M1703";"BBa_M1698";"108--2498";"brick";3866
"BBa_K525730";"RBS";"24--27";"rbs";2055
"BBa_M1703";"BBa_M1699";"2527--3828";"brick";3866
"BBa_K525730";"AgeI";"2047--2052";"wiggle";2055
"BBa_M1703";"BBa_M1701";"1--101";"brick";3866
"BBa_K1763000";"start codon";"1--3";"rarrow_p";951
"BBa_K525730";"ATG";"34--36";"rarrow_p";2055
"BBa_K1763424";"M2-AB";"36--137";"dna";357
"BBa_K525740";"LigA";"1--2018";"cds";2037
"BBa_M1703";"BBa_M1697";"1--79";"brick";3866
"BBa_K1763424";"M2-BC";"138--239";"dna";357
"BBa_K525740";"NgoMIV";"4--9";"wiggle";2037
"BBa_M1703";"BBa_M1700";"3837--3866";"brick";3866
"BBa_K1763424";"M2-CA";"240--341";"dna";357
"BBa_K525740";"ATG";"1--3";"rarrow_p";2037
"BBa_M1703";"BBa_M1694";"88--101";"brick";3866
"BBa_K1763424";"8-his tag";"4--27";"tag";357
"BBa_K525740";"His-tag";"2020--2037";"tag";2037
"BBa_M1703";"BBa_M1694";"2507--2520";"brick";3866
"BBa_K554002";"HlyA";"1--180";"cds";186
"BBa_K1763426";"M2-AB";"36--137";"dna";663
"BBa_M1704";"BBa_M1696";"60--1046";"brick";1084
"BBa_K1763426";"M2-BC";"138--239";"dna";663
"BBa_K554002";"Stop";"181--186";"stop";186
"BBa_M1704";"BBa_M1695";"1--31";"brick";1084
"BBa_K1763426";"M2-CA";"240--341";"dna";663
"BBa_K554003";"SoxR";"16--477";"cds";483
"BBa_M1704";"BBa_M1700";"1055--1084";"brick";1084
"BBa_K1763426";"M2-AB";"342--443";"dna";663
"BBa_M1704";"BBa_M1694";"40--53";"brick";1084
"BBa_K1763426";"M2-BC";"444--545";"dna";663
"BBa_K554003";"stop";"478--483";"stop";483
"BBa_M1705";"BBa_M1703";"1093--4958";"brick";4958
"BBa_K1763426";"M2-CA";"546--647";"dna";663
"BBa_K554003";"RBS";"1--15";"rbs";483
"BBa_M1705";"BBa_M1698";"1200--3590";"brick";4958
"BBa_K1763426";"8-his tag";"4--27";"tag";663
"BBa_K554004";"IL10";"16--497";"cds";504
"BBa_M1705";"BBa_M1699";"3619--4920";"brick";4958
"BBa_K1763428";"M2-AB";"36--137";"dna";969
"BBa_K554004";"stop";"498--504";"stop";504
"BBa_M1705";"BBa_M1704";"1--1084";"brick";4958
"BBa_K1763428";"M2-BC";"138--239";"dna";969
"BBa_K554004";"RBS";"1--15";"rbs";504
"BBa_M1705";"BBa_M1696";"60--1046";"brick";4958
"BBa_K1763428";"M2-CA";"240--341";"dna";969
"BBa_K554005";"IL12";"16--1610";"cds";1617
"BBa_K1763428";"M2-AB";"342--443";"dna";969
"BBa_M1705";"BBa_M1701";"1093--1193";"brick";4958
"BBa_K1763428";"M2-BC";"444--545";"dna";969
"BBa_M1705";"BBa_M1697";"1093--1171";"brick";4958
"BBa_K554005";"stop";"1611--1617";"stop";1617
"BBa_K1763428";"M2-CA";"546--647";"dna";969
"BBa_M1705";"BBa_M1695";"1--31";"brick";4958
"BBa_K554005";"RBS";"1--15";"rbs";1617
"BBa_K1763428";"M2-AB";"648--749";"dna";969
"BBa_M1705";"BBa_M1700";"1055--1084";"brick";4958
"BBa_K1763428";"M2-BC";"750--851";"dna";969
"BBa_K554006";"QseC";"694--2040";"cds";2046
"BBa_M1705";"BBa_M1700";"4929--4958";"brick";4958
"BBa_K1763428";"M2-CA";"852--953";"dna";969
"BBa_K554006";"QseB";"16--672";"cds";2046
"BBa_M1705";"BBa_M1694";"40--53";"brick";4958
"BBa_K1763428";"8-his tag";"4--27";"tag";969
"BBa_K554006";"stop";"673--678";"stop";2046
"BBa_M1705";"BBa_M1694";"1180--1193";"brick";4958
"BBa_K1763430";"M2-AB";"36--137";"dna";1275
"BBa_K554006";"stop";"2041--2046";"stop";2046
"BBa_M1705";"BBa_M1694";"3599--3612";"brick";4958
"BBa_K1763430";"M2-BC";"138--239";"dna";1275
"BBa_K554006";"RBS";"1--15";"rbs";2046
"BBa_M1717";"BBa_M1716";"42--338";"brick";338
"BBa_K1763430";"M2-CA";"240--341";"dna";1275
"BBa_K554006";"RBS";"679--693";"rbs";2046
"BBa_M1717";"BBa_J23119";"1--35";"brick";338
"BBa_K1763430";"M2-AB";"342--443";"dna";1275
"BBa_K554007";"HlyB";"16--2136";"cds";2142
"BBa_M1718";"BBa_M1716";"1--297";"brick";509
"BBa_K1763430";"M2-BC";"444--545";"dna";1275
"BBa_K554007";"stop";"2137--2142";"stop";2142
"BBa_M1718";"BBa_K844004";"306--509";"brick";509
"BBa_K1763430";"M2-CA";"546--647";"dna";1275
"BBa_M1719";"BBa_M1716";"1--297";"brick";341
"BBa_K554007";"RBS";"1--15";"rbs";2142
"BBa_K1763430";"M2-AB";"648--749";"dna";1275
"BBa_M1719";"BBa_K844000";"306--341";"brick";341
"BBa_K554008";"HlyD";"16--1449";"cds";1455
"BBa_K1763430";"M2-BC";"750--851";"dna";1275
"BBa_M1720";"BBa_M1718";"1--509";"brick";1569
"BBa_K1763430";"M2-CA";"852--953";"dna";1275
"BBa_K554008";"RBS";"1--15";"rbs";1455
"BBa_M1720";"BBa_M1716";"1--297";"brick";1569
"BBa_K1763430";"M2-AB";"954--1055";"dna";1275
"BBa_K554008";"stop";"1450--1455";"misc_p";1455
"BBa_M1720";"BBa_K844004";"306--509";"brick";1569
"BBa_K1763430";"M2-BC";"1056--1157";"dna";1275
"BBa_K554009";"TolC";"16--1533";"cds";1539
"BBa_M1720";"BBa_K844004";"518--721";"brick";1569
"BBa_K1763430";"M2-CA";"1158--1259";"dna";1275
"BBa_K554009";"stop";"1534--1539";"stop";1539
"BBa_M1720";"BBa_K844004";"730--933";"brick";1569
"BBa_K1763430";"8-his tag";"4--27";"tag";1275
"BBa_K554009";"RBS";"1--15";"rbs";1539
"BBa_M1720";"BBa_K844004";"942--1145";"brick";1569
"BBa_K1763432";"M2-AB";"36--137";"dna";1581
"BBa_K656011";"spacer";"1--6";"misc_p";1262
"BBa_M1720";"BBa_K844004";"1154--1357";"brick";1569
"BBa_K1763432";"M2-BC";"138--239";"dna";1581
"BBa_K656011";"spacer";"1255--1262";"misc_p";1262
